0.000000000000000000e+00 1.000000000000000000e+00 6.428615104849055850e-02
1.000000000000000000e+00 1.000000000000000000e+00 6.198493321820840868e-02
2.000000000000000000e+00 1.000000000000000000e+00 6.202540060473700489e-02
3.000000000000000000e+00 1.000000000000000000e+00 6.264201060758303741e-02
4.000000000000000000e+00 1.000000000000000000e+00 6.986616727090992629e-02
0.000000000000000000e+00 1.000000000000000000e+00 7.761479023907144614e-02
1.000000000000000000e+00 1.000000000000000000e+00 1.007642175812842461e-01
2.000000000000000000e+00 1.000000000000000000e+00 7.753177296559689291e-02
3.000000000000000000e+00 1.000000000000000000e+00 7.209061256657212091e-02
4.000000000000000000e+00 1.000000000000000000e+00 9.453883501937833389e-02
0.000000000000000000e+00 1.000000000000000000e+00 8.449426369141724291e-02
1.000000000000000000e+00 1.000000000000000000e+00 8.007831615790472757e-02
2.000000000000000000e+00 1.000000000000000000e+00 8.051185189919957130e-02
3.000000000000000000e+00 1.000000000000000000e+00 8.641264196169579082e-02
4.000000000000000000e+00 1.000000000000000000e+00 8.014548753025167727e-02
0.000000000000000000e+00 1.000000000000000000e+00 9.575776525346910151e-02
1.000000000000000000e+00 1.000000000000000000e+00 8.311679226867223214e-02
2.000000000000000000e+00 1.000000000000000000e+00 9.044366588784476246e-02
3.000000000000000000e+00 1.000000000000000000e+00 8.846398376686087639e-02
4.000000000000000000e+00 1.000000000000000000e+00 8.392679119893049766e-02
0.000000000000000000e+00 1.000000000000000000e+00 1.423099440033152863e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.066321892253423165e-01
2.000000000000000000e+00 1.000000000000000000e+00 9.349660045009548781e-02
3.000000000000000000e+00 1.000000000000000000e+00 1.209385238461575252e-01
4.000000000000000000e+00 1.000000000000000000e+00 1.217764424065412160e-01
0.000000000000000000e+00 1.000000000000000000e+00 1.988321542739868164e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.669159084558486938e-01
2.000000000000000000e+00 1.000000000000000000e+00 1.812871843576431274e-01
3.000000000000000000e+00 1.000000000000000000e+00 2.004454433917999268e-01
4.000000000000000000e+00 1.000000000000000000e+00 1.071140840649604797e-01
0.000000000000000000e+00 1.000000000000000000e+00 2.271216809749603271e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.191369667649269104e-01
2.000000000000000000e+00 1.000000000000000000e+00 2.312539964914321899e-01
3.000000000000000000e+00 1.000000000000000000e+00 2.074091285467147827e-01
4.000000000000000000e+00 1.000000000000000000e+00 2.221338599920272827e-01
0.000000000000000000e+00 1.000000000000000000e+00 1.680295169353485107e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.605940163135528564e-01
2.000000000000000000e+00 1.000000000000000000e+00 2.364003658294677734e-01
3.000000000000000000e+00 1.000000000000000000e+00 1.630281656980514526e-01
4.000000000000000000e+00 1.000000000000000000e+00 1.902115195989608765e-01
0.000000000000000000e+00 1.000000000000000000e+00 3.105638325214385986e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.320655196905136108e-01
2.000000000000000000e+00 1.000000000000000000e+00 3.080615699291229248e-01
3.000000000000000000e+00 1.000000000000000000e+00 1.410684585571289062e-01
4.000000000000000000e+00 1.000000000000000000e+00 1.791187971830368042e-01
0.000000000000000000e+00 1.000000000000000000e+00 2.105323076248168945e-01
1.000000000000000000e+00 1.000000000000000000e+00 3.969136476516723633e-01
2.000000000000000000e+00 1.000000000000000000e+00 3.105144798755645752e-01
3.000000000000000000e+00 1.000000000000000000e+00 2.060908973217010498e-01
4.000000000000000000e+00 1.000000000000000000e+00 3.105963468551635742e-01
