1.45628	1.45628	2.53324	1.54659	-0.275046	0.686044	1.15296	0.0487256	-0.774335	0.408282	-0.52043	-0.924292	-1.50026	0.0930311	-0.857834	-0.165986	-0.57496	0.115184	0.686044	-0.0756707	0.00442005	0.883715	0.766135	0.367385	-0.999271	-0.44886	0.387833	0.754206	-0.559624	-0.174506	-0.355136	-0.743662	-1.59228	-0.844201	-0.953261	-0.453972	-1.54798	-0.859538	-1.66215	-1.30771	-2.34207	-1.00097	0.454292	1.41027	-1.33497	0.122	0.0521337	-0.365361	-1.35883	0.442363	-0.79308	0.752502	-0.695948	0.319671	-0.661867	-0.119976	-0.881691	0.39465	-0.118272	-0.183026	-0.573256	-1.15264	-0.733438	-0.997567	-1.67919	-0.961782	-1.11344	-0.678908	-1.83426	0.0538378	-0.835681	-1.54798	-1.30771	-0.40285	-0.505094	0.498597	-0.687428	0.745686	0.249805	0.970622	0.52075	1.74767	0.737166	1.14614	-0.162578	1.06946	1.57556	1.51422	1.51933	-0.661867	0.432139	-0.0995276	-0.304015	0.513934	1.58408	2.44122	1.61135	2.42589	0.941653	0.183346	1.46821	0.882011	-0.23926	0.580392	-0.375585	-0.344912	1.30973	0.948469	-0.353432	1.08536	0.660483	0.953581	0.101551	0.599137	-0.370473	0.169714	-1.55139	0.159489	-1.19353
-0.0111507	-0.0111507	0.132742	-0.489815	-0.902896	-0.263698	-0.585744	0.874722	-0.185389	-0.450661	0.580083	-0.266634	-1.09769	0.101419	0.00451114	-0.462407	-0.634687	0.222798	0.783687	0.2042	-0.823608	1.07343	0.858081	1.20264	-0.139382	0.934432	0.671118	0.561485	-0.841228	-0.397802	0.478282	-0.324387	-1.3336	-0.953797	-0.469259	-0.283275	-0.269571	0.161129	1.36807	0.0221307	-0.883319	0.0544332	-0.557357	-0.771728	-1.07811	-0.386056	-0.122741	-0.0512841	-0.859826	0.0338771	0.399972	0.197347	-1.50196	-1.2406	-1.55678	-1.49609	-2.94872	-2.09613	-1.2132	-2.07264	-2.31931	-1.3287	-1.18089	-1.38939	-1.67914	-1.46183	-1.53426	-0.583786	-2.01293	-0.866678	0.510584	-0.144276	0.248248	0.245312	0.438148	1.48162	0.22084	-0.586723	0.459683	1.12825	0.633921	1.72927	1.87904	0.989249	0.856123	0.251185	0.438148	0.719082	-0.0845655	0.740617	0.278593	1.19187	1.3945	1.001	1.08714	0.830673	-0.651328	-0.11491	0.149383	0.722019	0.259016	1.50609	1.74983	1.28193	-0.194198	2.70618	0.889405	0.767047	0.106313	0.189109	-0.052263	-0.344944	-0.348859	0.693632	1.4826	1.19775	1.30249	1.45715	0.779772
0.245161	0.245161	1.64382	1.08788	-0.0519632	0.117822	1.14378	0.818704	1.11893	0.439793	1.61483	0.810422	0.208926	1.78358	0.677906	0.353865	-1.01788	-1.6877	-0.926771	-1.02098	-2.44138	-1.09759	-0.86569	-1.22286	-1.24357	-1.71255	-0.248666	-0.910207	-0.906066	0.245161	1.62725	1.15103	1.06924	0.620966	1.09409	0.515368	-0.0509279	-0.311817	0.0225767	-0.859478	0.210997	1.14067	0.779363	0.726564	1.81774	0.828021	0.235844	0.514333	-0.636894	1.39432	0.775222	0.50398	-0.0643865	0.741058	1.37361	1.8136	0.0256825	-0.066457	-0.851196	-0.550966	-1.23114	-1.25081	-0.184478	-1.16281	-0.597554	-0.871902	0.48638	-0.30457	-1.36883	-0.637929	-0.502308	-0.60273	-0.804609	-0.950583	-1.25806	-2.0076	-1.70737	-0.975429	-0.163773	-0.71454	-1.08724	-0.507485	-0.783903	-1.01373	-1.75603	-0.395675	0.502945	-0.538543	-0.431909	0.883926	1.21107	1.18416	0.285537	-0.143067	0.524685	0.538144	-0.20829	-0.797362	-1.03444	-0.579954	-2.0459	-0.00434047	-0.025046	-0.0757745	0.438758	1.90057	1.42952	0.924302	-0.456756	-0.326398	-0.106833	0.313489	-0.740422	0.753481	1.31253	0.376641	0.565061	1.16552	2.76813
1.83223	1.83223	1.25989	1.47915	1.80803	0.909657	2.08993	-0.316172	-0.626545	-0.91129	0.489658	0.0710817	0.791488	0.513861	0.119488	0.0240987	-0.70485	-0.622274	-0.62085	-1.40105	-2.47739	-2.11149	-2.04315	-1.3797	-2.32932	-0.451426	0.323081	0.202065	0.0511495	-0.186613	0.745928	0.829928	0.770132	1.38376	2.09847	-0.432918	0.771556	1.54749	0.866945	0.227692	-0.558206	-0.478477	-0.121122	-0.274884	0.120912	-0.242138	0.23481	1.13176	0.139421	0.407081	1.33678	0.431285	-0.316172	-0.518341	0.313115	0.132302	-0.505528	0.65481	-0.092647	-0.227901	-0.263494	-0.338952	-0.112579	0.660505	-0.417257	-1.32702	-0.314748	0.360098	0.209183	1.15311	-0.242138	0.462607	-0.630816	0.683284	-0.321867	-1.92214	-0.684918	-1.07644	-1.09353	-0.646477	-2.69949	-2.08729	-0.938341	0.0141326	0.155082	-0.563901	-0.269189	0.560844	0.278946	0.224844	-0.203698	-0.38024	-0.219359	0.950945	1.90627	0.913928	-0.539697	0.694674	0.428437	-1.03231	-0.99529	-0.63224	0.129455	-0.524036	-1.54343	-0.854341	-0.578138	0.149387	0.01698	1.31079	2.53698	1.89488	0.627759	-0.225054	1.22288	-0.0897995	-0.444308	-0.58668	-0.737595
-0.796605	-0.796605	1.25965	0.585588	1.50884	1.12699	2.7512	2.37831	2.15422	1.23097	0.494159	-0.316154	-1.63202	-1.37207	0.610686	0.48878	0.517464	1.43534	0.366875	0.30413	-1.25913	-0.409376	-0.538452	-0.929266	-0.923888	-1.33084	0.169675	0.590966	0.987158	-0.244445	0.268275	0.2127	-0.253408	-0.789434	0.711078	0.678809	-0.680077	-0.884448	0.14637	2.30123	0.0710751	-0.909546	0.167882	-1.07986	-2.02641	-1.42227	-1.52266	0.0567333	-0.221139	-0.706968	1.0015	0.270068	-1.09778	-0.328703	-1.02607	-1.94574	-2.13756	-1.23582	-0.62271	0.273653	0.0172933	0.2127	0.0890023	-1.33084	-0.145845	0.0047442	-0.156601	-0.106405	-0.925681	-0.862935	0.295166	-1.12288	-0.845008	-0.429096	-1.00456	-1.06731	0.399144	-0.436267	0.151748	-0.85935	-0.16915	-0.640637	1.23455	-0.185285	-0.300019	-0.454194	0.320264	0.806093	0.0603187	0.840155	2.37831	0.655504	-1.1193	-0.368143	0.775617	0.097966	0.54794	-0.974084	0.949511	1.63433	2.05921	1.01943	0.467268	-0.104612	-1.02787	0.556904	0.788166	-0.516939	-0.880863	-0.986484	2.2582	0.906486	0.709286	-0.466743	-0.108198	-0.199627	0.0405987	0.621442	1.21663
-0.198911	-0.198911	-0.392017	-0.929164	0.704473	0.114055	2.10505	0.84209	1.3748	1.52351	1.58344	0.0585649	0.0785415	0.611249	0.580175	0.251672	-1.39084	0.0474668	-0.063514	0.218377	1.89419	0.700034	0.944192	0.977486	0.788819	0.360433	1.95856	1.65447	0.187303	-1.17554	0.473633	-0.196691	-0.804866	-0.687226	-1.02017	-0.798207	0.684497	0.26277	0.304942	1.09735	-0.20113	-0.574026	0.444778	-0.95358	-0.243303	-1.76818	-1.76596	-3.05112	-0.813744	-0.946921	-1.21106	-1.23325	-0.731619	-0.329868	0.32048	-0.183373	0.31826	-0.214448	-0.329868	-0.951361	0.0962984	-1.1822	0.582394	-0.776011	-0.383139	0.398166	1.1151	-0.702763	-1.19552	-0.298793	0.597932	-0.502998	-1.54178	0.269428	-0.476363	-0.600661	-1.11561	-1.78594	-0.356503	1.03742	-0.334307	0.859846	1.55681	0.287185	0.817674	0.815454	-0.303233	-0.613979	-0.700544	-0.511876	1.54793	0.910898	1.18169	1.39255	1.10844	0.979706	1.59454	0.984145	2.68215	0.340456	0.342676	0.380409	0.342676	0.777721	0.118495	0.979706	-1.37753	-1.70159	-1.15778	-0.995383	-1.0912	-1.23547	-0.975776	-1.97682	-0.758254	-0.516316	0.216158	0.615689	0.131812
-0.299522	-0.299522	-0.984692	-1.50185	-0.27327	-0.525287	2.03951	-0.212891	0.123131	0.215012	1.72449	1.72449	1.35959	1.17583	1.33596	-0.102634	-0.12101	0.285892	1.00519	0.165134	2.63542	1.72711	2.26527	0.797801	1.66673	1.34121	1.74811	0.963187	0.986814	-0.252269	-0.428155	-0.564664	-0.569915	-0.7248	0.708545	-0.417655	-0.848183	-1.84312	0.488031	0.238639	-0.598792	-1.788	-0.00812738	-0.35465	-0.0895078	0.0391258	-0.845558	-1.66461	-0.711674	-1.11333	-0.454407	-0.764178	-0.454407	0.204512	0.10738	0.771549	0.257015	-0.357276	0.25439	-1.20521	-0.979442	-0.399278	-0.672296	1.15482	-0.898061	-0.787804	0.984189	0.425026	1.02619	0.524783	1.17845	0.133632	0.390899	0.0365006	-0.911187	-0.934814	0.180885	-0.304772	-0.0658812	0.380398	-0.879685	0.0154992	-0.522662	0.317394	1.23358	0.719046	2.37553	0.383024	0.713796	-0.509536	-0.0343791	1.11545	0.978938	0.845054	0.306894	0.212387	-0.0186281	-0.241768	-1.49398	-0.737926	0.600913	0.876556	0.398775	-0.228642	1.01307	-0.950565	-0.118385	-1.59373	-1.59898	-2.75822	-2.02164	-1.33647	-1.59373	-1.28659	-0.632919	-0.992568	-0.320523	-0.556789	-0.11576
-0.323562	-0.323562	-0.640501	-0.0541633	0.849114	0.639142	0.0844978	-0.264136	0.460863	-0.0660485	0.143924	2.08122	1.73655	0.864961	1.24133	3.04392	3.40048	2.07329	1.55034	-0.121513	1.71277	0.734224	1.85144	1.17794	1.66523	-0.196786	1.18982	1.45922	2.27534	-0.0541633	0.338049	-0.624654	0.971928	-0.466185	-0.0858572	-0.874244	-1.09214	-1.79337	-1.05648	-0.949517	-0.414682	-0.303753	-0.541458	-1.91222	0.896655	1.07493	0.36182	-0.806895	0.7263	-0.616731	-0.66031	-0.398835	-0.133398	-0.50184	-0.188863	-0.63654	0.647065	-0.279983	0.532175	-0.113589	0.983814	-0.026431	-0.291868	-0.616731	-0.307715	0.536137	-0.921785	-0.0303928	-0.0383163	-0.810856	1.07493	0.694606	-1.00894	-1.24665	0.353896	0.147886	-1.1793	0.623295	0.551984	0.357858	0.345973	-0.747468	0.163733	-0.224518	1.39584	-0.105666	0.124115	-0.743507	0.488596	0.227121	1.42357	-0.165092	-1.12383	-1.1278	-0.482032	-1.1793	-0.00266058	-1.15949	-0.75143	-0.50184	-1.32588	-0.335447	0.151847	-1.35758	-0.529573	0.250891	0.0726126	-1.76167	-0.402797	-0.91023	-0.438452	-1.53982	0.147886	-0.890091	-0.783124	-0.921785	-1.53982	-0.192824	-1.68244
-0.579411	-0.579411	-0.253809	-1.13128	0.0441997	0.849927	0.827853	0.436026	-0.640117	-0.695304	0.33669	0.689886	1.11482	1.95918	1.98678	0.778184	2.93599	1.61151	0.518806	0.0166063	-0.110323	-0.0496179	0.71196	0.424989	0.612624	0.612624	1.56184	1.60599	3.57064	1.28038	1.24175	0.41947	2.38964	-0.314515	-1.06506	-1.41825	-0.71186	-1.60037	-1.37962	0.022125	0.110424	-0.325552	-0.226216	-0.08273	-0.744972	-0.297959	-0.115842	0.645736	0.971338	1.39076	-1.34099	-0.932607	-0.949163	-0.750491	-1.27477	0.0441997	0.518806	0.132499	-0.176548	-0.0716926	0.789222	0.474657	0.358765	0.734035	0.0828305	-0.849827	-0.297959	-0.24829	-1.29132	-0.618042	-0.882939	-1.76593	-0.998831	0.79474	0.0331623	0.447063	0.275984	0.430507	0.789222	0.734035	1.85433	1.24727	0.960301	-0.954682	-0.148954	-0.982275	0.325652	-0.0330619	1.88192	0.860965	-0.87742	-0.838789	-0.204141	-1.05954	-0.491112	-1.44033	-0.927088	-1.19199	-0.866383	-1.34651	-1.3134	-1.88734	-1.04298	0.551918	0.281503	-0.62908	-0.364183	-0.971238	0.115943	-0.381199	0.160092	-0.750491	-0.79464	-1.01539	-0.24829	-0.0330619	-0.717378	0.187685	-0.463519
0.364561	0.364561	0.621332	0.691361	0.212832	-0.627511	0.166146	0.341218	2.32536	2.06859	-0.183997	-0.242354	1.2049	-0.347397	1.54337	0.831418	1.22825	1.66009	0.0260891	1.21657	0.773061	-0.919297	-0.965982	0.703032	3.31743	-0.627511	2.06859	0.808075	5.80345	1.22825	0.364561	1.45	1.33329	0.0727748	-0.732554	0.224503	-0.94264	-0.440768	-0.475782	-0.627511	-0.545811	0.0844462	-0.545811	-0.592497	-0.300711	-0.335725	-0.347397	-0.242354	-0.53414	0.656346	-0.12564	-0.767568	-0.69754	0.0611034	-0.230682	-0.195668	-0.37074	-0.77924	0.236175	0.574646	1.52003	-0.499125	-0.148982	-0.557482	0.329546	0.0144176	-0.230682	-0.965982	-0.569154	-0.965982	-0.965982	-0.720882	-0.604168	-0.802582	-0.650854	-0.592497	0.668018	-0.685868	0.457932	-0.522468	0.189489	0.434589	0.224503	-0.160654	0.0961177	-0.965982	-0.335725	-0.0906252	0.994818	2.32536	0.481275	-0.790911	-0.148982	-0.895954	-0.569154	-0.464111	-0.755897	-0.895954	-0.45244	-0.965982	-0.545811	-0.965982	-0.522468	-0.37074	-0.324054	-0.475782	-0.674197	-0.359068	-0.242354	-0.930968	-0.113968	-0.965982	-0.965982	-0.872611	-0.895954	-0.382411	-0.312382	-0.755897	-0.965982
