0.00055599	0.00063419	0.001749	0	0	0	0.0011797	0.0013962	0.0021963	0	0	0	0.0010996	0.0012665	0.0022392	7.4387e-05	0	0	0.0010767	0.001133	0.0016356	0.00017166	0	0	0.00089264	0.00099564	0.001091	0.00042629	0	0	0.00072765	0.00059986	0.0008173	0.00032139	0	0	0.00065994	0.00056267	0.00033951	0	0	0	0.00039101	0.00035858	0.00032711	0	0	0	0.0001812	8.5831e-05	9.2506e-05	0	0	0	6.9618e-05	6.6757e-05	4.7684e-06	0	0	0	2.861e-06	8.5831e-06	0	0	0	0
0.00061512	0.00069618	0.0014591	0.00012875	0	0	0.0014048	0.0011673	0.0022974	0	0	0	0.0011244	0.0012283	0.002099	0	0	0	0.00097275	0.0012598	0.0016155	0.00029755	0	0	0.00083256	0.00087261	0.0013199	0.00040913	0	0	0.00090218	0.00064659	0.00077915	0.00029469	0	0	0.00064278	0.00049114	0.00050068	0	0	0	0.00042629	0.00024319	0.00024319	0	0	0	0.00019073	0.00017452	7.8201e-05	0	0	0	5.3406e-05	2.7657e-05	1.3351e-05	0	0	0	1.9073e-06	0	9.5367e-07	0	0	0
0.00053787	0.00096035	0.0018444	0.00022125	0	0	0.00096321	0.0016356	0.0031395	3.5286e-05	0	0	0.00075436	0.0016012	0.0026493	0	0	0	0.00082302	0.0014505	0.0020981	6.1989e-05	0	0	0.00071716	0.0011301	0.0012913	0.00031185	0	0	0.0004921	0.00092793	0.00077724	0.00043774	0	0	0.00030041	0.00068665	0.0003252	7.1526e-05	0	0	0.00018978	0.00022793	0.00014591	6.1989e-05	0	0	0.00010967	9.4414e-05	1.9073e-06	0	0	0	3.2425e-05	2.4796e-05	2.3842e-05	0	0	0	2.861e-06	1.9073e-06	0	0	0	0
0.00052261	0.00073814	0.0020113	0.00021553	0	0	0.0010977	0.0015564	0.00313	0.00010395	0	0	0.00083542	0.0017662	0.002696	0	0	0	0.00081158	0.0016947	0.0020123	9.5367e-05	0	0	0.00068569	0.0013113	0.0012312	0.00027943	0	0	0.00065041	0.00097179	0.0007019	0.00045776	0	0	0.00043201	0.00064087	0.00038815	8.7738e-05	0	0	0.00028706	0.00025082	0.000247	0	0	0	4.9591e-05	5.1498e-05	5.9128e-05	0	0	0	4.2915e-05	2.0981e-05	9.5367e-07	0	0	0	5.722e-06	2.861e-06	0	0	0	0
0.00055408	0.00078201	0.0016251	0.00027275	0	0	0.0012455	0.0013056	0.0030565	7.9155e-05	0	0	0.0012074	0.0014772	0.00245	0	0	0	0.0011692	0.0011911	0.0015402	9.8228e-05	0	0	0.00078869	0.00096893	0.0012245	0.00032043	0	0	0.00061893	0.00061893	0.00093269	0.00017548	0	0	0.00048447	0.00032139	0.00033569	0.00021935	0	0	0.00019741	0.00018597	0.00021458	0	0	0	0.00013351	7.534e-05	6.0081e-05	0	0	0	3.4332e-05	5.722e-06	0	0	0	0	9.5367e-07	0	0	0	0	0
0.00045776	0.00090408	0.0017757	0.00031185	0	0	0.0012865	0.0013647	0.0029011	0.00014687	0	0	0.0011044	0.0012064	0.0025072	7.0572e-05	0	0	0.0012589	0.0011549	0.0018511	2.1935e-05	0	0	0.00076008	0.00099564	0.0014334	0.00035763	0	0	0.0007	0.00063896	0.00068569	0.00023651	0	0	0.00041771	0.00037766	0.00039768	0.00028038	0	0	0.00020409	0.00020599	0.00025558	2.861e-06	0	0	6.9618e-05	0.00011158	7.6294e-06	0	0	0	4.9591e-05	1.9073e-06	0	0	0	0	1.9073e-06	0	0	0	0	0
0.00055408	0.0005579	0.0019903	0.00025368	0	0	0.0014133	0.0013905	0.0028067	7.1526e-05	0	0	0.001194	0.0013866	0.0024195	6.2943e-05	0	0	0.000947	0.0010223	0.0019779	0	0	0	0.00086212	0.0010166	0.0014734	5.2452e-05	0	0	0.00082207	0.00075245	0.00073719	0.00027752	0	0	0.00039577	0.0003252	0.00034523	0.0002327	0	0	0.00031853	0.00025558	0.0001545	5.2452e-05	0	0	0.00013924	6.1989e-05	4.9591e-05	0	0	0	8.5831e-06	1.3351e-05	2.3842e-05	0	0	0	0	0	0	0	0	0
0.00074673	0.00059223	0.0018425	0.0002203	0	0	0.0013428	0.0013494	0.0028591	7.534e-05	0	0	0.0012922	0.0014429	0.0023804	0	0	0	0.0009985	0.0012856	0.0018406	0	0	0	0.00087166	0.0010214	0.0013876	0	0	0	0.0007	0.00082874	0.00089359	0.00018883	0	0	0.0004406	0.00046253	0.0002861	0.00014687	0	0	0.0003233	0.00026608	0.00022888	7.0572e-05	0	0	0.000144	5.4359e-05	6.485e-05	0	0	0	2.5749e-05	1.4305e-05	4.7684e-06	0	0	0	9.5367e-07	0	0	0	0	0
0.00055122	0.00064945	0.001318	0	0	0	0.00105	0.0012321	0.0024061	0.00031376	0	0	0.0010376	0.0011978	0.001874	4.5776e-05	0	0	0.0011978	0.0011148	0.0015345	1.812e-05	0	0	0.00091457	0.0010128	0.0010328	0	0	0	0.00073147	0.00065231	0.0010204	0.000144	0	0	0.000453	0.00053501	0.00051975	0.00010967	0	0	0.00030804	0.00031185	0.00032043	0.00023842	0	0	0.00020409	9.5367e-05	0.00013256	1.1444e-05	0	0	4.2915e-05	1.6212e-05	2.861e-05	0	0	0	3.8147e-06	2.861e-06	2.861e-06	0	0	0
0.00061417	0.00064754	0.0014057	0	0	0	0.0010262	0.0012131	0.0023565	0.00031757	0	0	0.00095844	0.0011911	0.001894	5.5313e-05	0	0	0.0010967	0.0012722	0.0014153	1.4305e-05	0	0	0.00078487	0.00098515	0.0011606	0	0	0	0.00068283	0.00057507	0.00079346	0.00013542	0	0	0.0005312	0.00036716	0.00055599	2.9564e-05	0	0	0.00042915	0.00023556	0.00043869	0.00015163	0	0	0.00012112	0.00015831	0.00018597	6.6757e-06	0	0	8.4877e-05	2.3842e-05	2.0981e-05	0	0	0	2.861e-06	0	0	0	0	0
