8.7738e-05	0.000178337	0.000155449	5.72205e-05	0	0
0.00014782	0.000136375	0.000220299	4.48227e-05	0	0
0.000148773	5.62668e-05	8.4877e-05	0.000113487	0	0
0.00011158	0.000115395	0.00015831	2.09808e-05	0	0
8.29697e-05	5.53131e-05	0.000143051	0.000135422	0	0
8.01086e-05	9.91821e-05	0.000156403	0.000164986	0	0
9.25064e-05	0.000117302	7.9155e-05	0.000252724	0	0
0.000160217	1.43051e-05	6.86646e-05	0.000257492	0	0
0.000208855	0.000163078	0.000128746	0.000305176	0	0
0.00020504	0.000133514	0.000222206	0.000219345	0	0
0.000149727	8.01086e-05	0.000277519	7.05719e-05	0	0
0.000123024	0.000123024	0.000212669	0.000103951	0	0
0.0001297	0.000170708	0.000228882	2.76566e-05	0	0
0.000126839	0.000102043	0.000257492	3.52859e-05	0	0
0.000143051	9.34601e-05	0.000226021	0	0	0
0.000117302	0.000124931	0.000192642	6.29425e-05	0	0
0.000199318	0.000150681	0.000121117	4.57764e-05	0	0
0.000184059	0.000184059	0.00011158	9.25064e-05	0	0
0.000152588	0.00012207	7.43866e-05	0.000413895	0	0
0.000144958	7.43866e-05	0.000148773	0.000457764	0	0
0.000178337	5.53131e-05	0.000181198	0.000992775	0.000208855	8.58307e-06
0.000134468	0.000102043	0.000220299	0.00108719	0.000221252	1.04904e-05
0.000104904	0.000132561	0.00024128	0.00114727	0.000222206	2.28882e-05
0.000124931	0.000103951	0.000221252	0.0012064	0.000199318	2.19345e-05
0.000189781	0.000154495	0.000259399	0.00102901	1.71661e-05	0
0.00026989	7.9155e-05	0.000276566	0.000957489	1.14441e-05	0
0.000173569	0.0001297	0.000309944	0.000680923	0	0
0.000196457	0.000150681	0.000371933	0.000498772	0	0
0.000170708	0.000164032	0.000274658	0.000658035	0	0
0.000213623	0.000102043	0.000411987	0.00053978	0	0
0.000189781	9.91821e-05	0.000196457	0.000457764	0	0
0.00014782	7.24792e-05	0.000281334	0.000315666	0	0
0.000261307	0.000177383	0.00039196	0.000116348	0	0
0.000173569	0.000278473	0.000458717	4.3869e-05	0	0
0.000116348	0.000163078	0.000267029	5.43594e-05	0	0
0.000114441	0.000157356	0.000354767	0	0	0
0.000117302	0.000108719	0.000125885	6.58035e-05	0	0
0.000174522	7.15256e-05	0.000307083	1.90735e-06	0	0
0.000133514	0.00011158	0.000155449	0.000152588	0	0
0.000151634	0.000154495	0.000190735	0.000152588	0	0
0.000148773	0.000124931	0.000206947	0.000330925	2.86102e-05	0
0.00025177	0.000133514	0.000117302	0.000397682	2.67029e-05	0
7.15256e-05	0.000155449	0.000161171	0.000470161	1.52588e-05	0
8.29697e-05	8.67844e-05	0.000173569	0.000475883	1.62125e-05	0
0.000104904	0.000107765	0.000196457	0.000353813	0	0
0.000125885	0.00014019	0.00026989	0.000348091	0	0
8.86917e-05	0.000152588	0.000222206	0.000170708	0	0
8.96454e-05	0.000159264	0.00019455	0.00011158	0	0
8.4877e-05	0.000165939	0.000234604	0.000178337	0	0
0.000113487	0.000199318	0.000214577	0.000192642	0	0
8.96454e-05	0.000170708	0.000230789	0.000328064	0	0
0.000133514	0.00014782	0.000218391	0.000340462	0	0
0.000195503	0.000222206	0.000300407	0.000492096	0	0
0.000213623	0.000332832	0.000312805	0.000499725	0	0
0.000173569	0.000216484	0.000229836	0.000574112	0	0
8.7738e-05	0.000174522	0.000391006	0.000543594	0	0
0.000247955	0.00039196	0.000452995	0.000417709	0	0
