8.658680576727993683e-03 1.012489121215984743e-02 3.040654778072806111e-02 3.898069258357955008e-02 1.801582066220613443e-04 7.067745029019328992e-05
9.076306668015616044e-03 1.049408979847522502e-02 2.905831759173666679e-02 3.990304192785244092e-02 1.843256660323831027e-04 7.068127043347021017e-05
9.173115682795796380e-03 1.012052805408712036e-02 2.992324988798894872e-02 4.088715527991666071e-02 1.817145250939436430e-04 6.935668896715405736e-05
9.314913433034581469e-03 1.045656254031491691e-02 2.970923320853337615e-02 4.075812159187223310e-02 1.747846749906712251e-04 6.935899801217111030e-05
9.155342673576394655e-03 9.966593122537647717e-03 3.108267959490174093e-02 4.000920803928393471e-02 1.719573601217014281e-04 6.795089230615620817e-05
9.669506179858639722e-03 1.045715561484497277e-02 3.175697132151766855e-02 3.955164997302855479e-02 1.899788249879009810e-04 6.794863083508866867e-05
9.568801135229816970e-03 9.865357752599720337e-03 3.030697767233542575e-02 3.894592137646615132e-02 2.134099022194629739e-04 6.374581494867075527e-05
8.871717623843053055e-03 9.525802397109832745e-03 2.922594887329740473e-02 4.055879903383918794e-02 2.120232421818161724e-04 6.235977711229887183e-05
9.016913817432792994e-03 1.067475070069945180e-02 2.961373509540879065e-02 3.594012935563373201e-02 2.439626182733545712e-04 5.267374712720155206e-05
9.215848820155095322e-03 9.932544644466193701e-03 2.951622338729576953e-02 3.721550502796083792e-02 2.356640041255063183e-04 5.545035391188384119e-05
9.137323455145814413e-03 1.127944726546241568e-02 2.961930131246704942e-02 3.657010460889591891e-02 2.400177585393601244e-04 5.688282138794084017e-05
9.452666600994244148e-03 1.093584590474631218e-02 2.988141502797784024e-02 3.692547613663008793e-02 2.164415073763543333e-04 5.688526796429825392e-05
9.172810308835054743e-03 1.028941582805662121e-02 3.377558309695048722e-02 3.518625118769375809e-02 2.191598410397608589e-04 5.687059166221642900e-05
8.662229903487916882e-03 1.017829351990301619e-02 3.186091607415812016e-02 3.743137488799438278e-02 2.038987663431102995e-04 5.548265750832933268e-05
9.345392798974252319e-03 1.058044841806147530e-02 3.086668745884880646e-02 3.457185431611047716e-02 2.079218213951554146e-04 5.544581903870811373e-05
9.608307609995855869e-03 9.989479651650336883e-03 3.070167535507908191e-02 3.520366368705636628e-02 2.023677021147424942e-04 5.544320605883356116e-05
8.880994671403196622e-03 1.025786082420622296e-02 3.071534644198651437e-02 3.321394947053742108e-02 1.816409526859982619e-04 4.575688121097665949e-05
8.952355331962376372e-03 1.131663132963831378e-02 2.936139587964240599e-02 3.450178950039589632e-02 1.802673781219189895e-04 4.576018060017943308e-05
8.903860514050471880e-03 1.094973586833112612e-02 2.905587155122877491e-02 3.512548683227986052e-02 1.734968923236646999e-04 4.857912985062611840e-05
9.172147098586701588e-03 1.087804431168643698e-02 2.968316672265081807e-02 3.585437828444205249e-02 1.832208560855697001e-04 4.719325080991946430e-05
8.729224722718744930e-03 1.067629980792930006e-02 3.164309267133705306e-02 3.588557915422278116e-02 5.689955701613172304e-04 5.689955701613171762e-05
9.645061728395061193e-03 1.134786615152322611e-02 3.100575095479172344e-02 3.629318767208455226e-02 5.884181543653966076e-04 5.967448263611333073e-05
9.550915561917285371e-03 9.926793882753703196e-03 2.966942125834630059e-02 3.649348523810712341e-02 7.004374613372391783e-04 7.073724857069147950e-05
9.514642285511390810e-03 1.057290351930806685e-02 2.911952110558478982e-02 3.709323517255344593e-02 7.142916584604033173e-04 7.350962698718713478e-05
8.630725660867984150e-03 1.050534147563207503e-02 2.829407185703522107e-02 3.462558330245976007e-02 8.158949660113142942e-04 6.937882364041788447e-05
9.863331524778359144e-03 1.069175146291745371e-02 2.773611008965529839e-02 3.447725591792953626e-02 7.951166240430500992e-04 7.354481862876378862e-05
8.689674328171654444e-03 1.002569266023192913e-02 3.092979654190681355e-02 3.590583987223109480e-02 9.429900701340184887e-04 8.193875425317685680e-05
9.094356027094180686e-03 9.761016212342380621e-03 3.013442924860452662e-02 3.601353875726208409e-02 9.541573901364848237e-04 8.333252315602486992e-05
9.277826536166997387e-03 1.022630064546232141e-02 3.018591758968149075e-02 3.844028084832190606e-02 9.970781998155822494e-04 8.193260973414951027e-05
1.017819477982190302e-02 1.061281619402166393e-02 3.006386018798417464e-02 3.802312519179579242e-02 1.021985178437779087e-03 9.164541002295300296e-05
9.392519018914120485e-03 1.049180600915794979e-02 2.880909188068294519e-02 3.792678915203610834e-02 1.242249818520487457e-03 1.124270785476642220e-04
9.822972736635510529e-03 1.000619054096444673e-02 2.997276717181110786e-02 3.634791395425662069e-02 1.254764356919386850e-03 1.152051345401649575e-04
9.144690247052451870e-03 1.060839617270063415e-02 2.726603618992070460e-02 3.728145092974489289e-02 1.484536655140329632e-03 1.485925370439806191e-04
9.651308461318378398e-03 1.019297061413377073e-02 2.812754338158292983e-02 3.699830279192117821e-02 1.537487187606769888e-03 1.472209953805940464e-04
9.079408330089529244e-03 1.009564588778290653e-02 2.751348495801590396e-02 3.771339598509703545e-02 1.794750597786798699e-03 2.113106823110715558e-04
8.877680959556922408e-03 9.685374764364715686e-03 2.998893417782053442e-02 3.699265429593011356e-02 1.829475124142954925e-03 2.140875145273670680e-04
9.279042708618597327e-03 1.060521600360318784e-02 2.959840859204601951e-02 3.769446023773811300e-02 2.026793148938714050e-03 2.516114951700323650e-04
1.016287568652581366e-02 1.032690513954319204e-02 2.900263142164882790e-02 3.791582508899987713e-02 2.057318563268801213e-03 2.418739391951158098e-04
8.785607279741406220e-03 1.072839104707428923e-02 2.792855892137979454e-02 3.882788158746834639e-02 2.305492324753400084e-03 2.723788400552539695e-04
9.946591100184422676e-03 1.068316973412290934e-02 2.744936716777176752e-02 3.843689675252208449e-02 2.333425521476826213e-03 2.710053464490656144e-04
9.250801833477225941e-03 1.105536161403830771e-02 2.596174833759448686e-02 3.754540942514066060e-02 2.485788049031752243e-03 3.225407311942765794e-04
9.651894994278658810e-03 1.057648591493485536e-02 2.679923307616265474e-02 3.636492560866585316e-02 2.497090666915078271e-03 3.239544128013436674e-04
6.495901097540101969e-03 1.294866317750870827e-02 2.879042369473161153e-02 3.807366195987514634e-02 2.677402251856717073e-03 3.367626533000652486e-04
6.070246191484120722e-03 1.248839736872501237e-02 2.845723621496075093e-02 3.719521783722778280e-02 2.655210851295667935e-03 3.409468860416344969e-04
6.330646171141715052e-03 1.388289835069275377e-02 2.889418220573626225e-02 3.859607138186179481e-02 2.582347097503082025e-03 3.589685081658378963e-04
6.751812123488737730e-03 1.396274190631217188e-02 2.923466477454540399e-02 3.810398319351113866e-02 2.603058001864296152e-03 3.672941274677574293e-04
6.508470050607526557e-03 1.326865657112102914e-02 2.856217049131995478e-02 3.764760528632400682e-02 2.807820733371067801e-03 3.768793554945811409e-04
6.680036939783701687e-03 1.366187858827718274e-02 2.870899906537896507e-02 3.730000222528817577e-02 2.795518269615915406e-03 3.838622101562152436e-04
6.571368146882530618e-03 1.288811838758689016e-02 2.664305073992241646e-02 3.619609196297883524e-02 2.930192953066824112e-03 3.436646056066028246e-04
6.297893420051123813e-03 1.311898788427794810e-02 2.760581254096204987e-02 3.604242937829522930e-02 2.943005873488317541e-03 3.353496054424040334e-04
6.747561252505610181e-03 1.278192032472986843e-02 2.767698070314491415e-02 3.699039823705336377e-02 3.145333052881434197e-03 3.398854140403321329e-04
7.293962282023920898e-03 1.274353837967051768e-02 2.787892802714758006e-02 3.668851883530634128e-02 3.170561144745310481e-03 3.343298219415090128e-04
7.547096220601427416e-03 1.583803691920233209e-02 3.051712513860023457e-02 3.846957481069575996e-02 3.341728282248583419e-03 3.315261905690549587e-04
7.911745041230220168e-03 1.592935145977267611e-02 3.151743926899933101e-02 3.874665700913750704e-02 3.319311343882326831e-03 3.287274348116781572e-04
7.221679238820806826e-03 1.523973413305042442e-02 3.083031907932291468e-02 3.774013092861299573e-02 3.484839624979464007e-03 3.160441849262238820e-04
7.482084903703311793e-03 1.542083594964977281e-02 3.006060572308489123e-02 3.792556620336401396e-02 3.529416678617025484e-03 3.063004612606491607e-04
